description,is_genuine
Help renovate the old town hall in Lakeside.,1
Fund my journey to create edible hatss.,0
I want to train geeses to dance salsa.,0
Help me buy a VR headset for gaming.,0
Help us provide free energy drinks to local skateboarders.,0
Let’s buy drinks for the whole block party.,0
Help me buy a PS5 for gaming.,0
Help fund scholarships for orphans attending college.,1
Help me buy a VR headset for gaming.,0
Help my mother get urgent chemotherapy in Kolkata.,1
Donate and I’ll make you rich too!,0
"Help us launch our eco lamp, an innovative tech solution for the blind.",1
Support surgery for mother's tumor diagnosed last week.,1
Support surgery for father's lung disease diagnosed last week.,1
Donate and I’ll make you rich too!,0
Let’s raise money to feed raccoons pizza.,0
Fund my journey to create edible toolss.,0
Donate and I’ll make you rich too!,0
Let’s raise money to feed raccoons pizza.,0
Support publishing a graphic novel about identity.,1
Help me reach success through your money.,0
Help me build a stage for my pet hamster.,0
Help renovate the old town hall in Lakeside.,1
I need funds for a Rolex to look cool.,0
"Help us launch our eco lamp, an innovative tech solution for rural education.",1
Support surgery for brother's diabetes diagnosed last week.,1
Emergency help for dog injured on the streets of Lakeside.,1
Help me buy a PS5 for gaming.,0
Fund my journey to create edible jewelss.,0
Fund my journey to create edible jewelss.,0
Support our campaign to build a new library for Hope Academy.,1
Support my poker tournament entry fees.,0
Fund my journey to create edible jewelss.,0
Donate and I’ll make you rich too!,0
Donate and I’ll make you rich too!,0
"Help us launch our smart cane, an innovative tech solution for energy saving.",1
Help me reach success through your money.,0
"No reason, just trust me and give.",0
Help renovate the old library in Lakeside.,1
Provide internet access to underprivileged students in Hilltop.,1
Support publishing a graphic novel about identity.,1
Support my dream to travel to Dubai in first-class.,0
Support my poker tournament entry fees.,0
Support our cat shelter expansion project.,1
Donate and I’ll make you rich too!,0
Donate and I’ll make you rich too!,0
Support our cat shelter expansion project.,1
I want to train geeses to dance salsa.,0
"No reason, just trust me and give.",0
Support our dog shelter expansion project.,1
Help my mother get urgent heart surgery in Delhi.,1
Help us vaccinate and feed 50 stray cows.,1
Support local volunteers cleaning community center.,1
Support my dream to travel to Paris in first-class.,0
Help fund scholarships for orphans attending college.,1
Support my poker tournament entry fees.,0
Support my poker tournament entry fees.,0
Provide school supplies to underprivileged students in Lakeside.,1
"No reason, just trust me and give.",0
Help me build a museum for toothpicks.,0
Help us vaccinate and feed 50 stray dogs.,1
Help me buy a PS5 for gaming.,0
Help me fund my cigar club for teenagers.,0
Let’s raise money to feed raccoons pizza.,0
Support surgery for father's diabetes diagnosed last week.,1
Support my dream to travel to London in first-class.,0
Provide internet access to underprivileged students in Northwood.,1
"Fund life-saving chemotherapy for Cassandra, a child from Ashville.",1
I want to train elephantss to dance salsa.,0
Help my friend get urgent kidney transplant in Bangalore.,1
Help fund scholarships for girls attending college.,1
I want to train geeses to dance salsa.,0
Help me reach success through your money.,0
Help me buy a VR headset for gaming.,0
Help me fund my cigar club for teenagers.,0
I want to train pigeonss to dance salsa.,0
Support local volunteers cleaning playground.,1
Join us in building a new community center for village kids.,1
Support my dream to travel to London in first-class.,0
Help my father get urgent heart surgery in Chennai.,1
Fund my journey to create edible toolss.,0
Provide internet access to underprivileged students in Hilltop.,1
"Fund life-saving heart surgery for Russell, a child from Lakeside.",1
Help renovate the old library in Lakeside.,1
Fund our independent film documenting lost traditions.,1
Help us vaccinate and feed 50 stray cats.,1
Support our campaign to build a new library for Sunrise Public School.,1
Join us in building a new playground for marginalized groups.,1
Fund my journey to create edible toolss.,0
Let’s buy drinks for the whole block party.,0
Help me build a museum for socks.,0
Support my dream to travel to Tokyo in first-class.,0
Help my sister get urgent chemotherapy in Bangalore.,1
Emergency help for cow injured on the streets of Lakeside.,1
Help me build a palace for my pet guinea pig.,0
Support our campaign to build a new library for Sunrise Public School.,1
Let’s buy drinks for the whole block party.,0
Support publishing a graphic novel about identity.,1
Help me reach success through your money.,0
Support publishing a graphic novel about migration.,1
Help me build a museum for toothpicks.,0
Help me build a museum for bubble wrap.,0
Join us in building a new community center for marginalized groups.,1
Fund coding classes for 400 rural students.,1
Provide laptops to underprivileged students in Northwood.,1
Help me buy a VR headset for gaming.,0
"Help us launch our eco lamp, an innovative tech solution for energy saving.",1
Provide school supplies to underprivileged students in Ashville.,1
Support surgery for brother's tumor diagnosed last week.,1
Support my poker tournament entry fees.,0
"Help us launch our AI tutor, an innovative tech solution for rural education.",1
Help me buy a PS5 for gaming.,0
Help us vaccinate and feed 50 stray cats.,1
I need funds for a Rolex to look cool.,0
Emergency help for dog injured on the streets of Ashville.,1
Fund our independent film documenting lost traditions.,1
Help renovate the old library in Ashville.,1
Let’s buy drinks for the whole block party.,0
Support our campaign to build a new library for Hope Academy.,1
Provide laptops to underprivileged students in Northwood.,1
"Help us launch our eco lamp, an innovative tech solution for rural education.",1
Fund our startup to create eco-friendly tech.,1
I need funds for a sports car to look cool.,0
Provide laptops to underprivileged students in Northwood.,1
"Fund life-saving heart surgery for Noah, a child from Lakeside.",1
Help me fund my poker startup app.,0
Support our monkey shelter expansion project.,1
Help build a new playground in Brookside.,1
Support my poker tournament entry fees.,0
Fund my journey to create edible hatss.,0
"Fund life-saving cancer treatment for Paul, a child from Hilltop.",1
Help me build a museum for bubble wrap.,0
Support our cat shelter expansion project.,1
Help my mother get urgent heart surgery in Kolkata.,1
Help my father get urgent cancer treatment in Kolkata.,1
Donate and I’ll make you rich too!,0
"Fund life-saving cancer treatment for Kari, a child from Northwood.",1
"No reason, just trust me and give.",0
Help renovate the old community hall in Northwood.,1
"Fund life-saving kidney transplant for Joel, a child from Northwood.",1
Support publishing a graphic novel about freedom.,1
Help my mother get urgent cancer treatment in Bangalore.,1
Let’s raise money to feed raccoons pizza.,0
Provide school supplies to underprivileged students in Hilltop.,1
Help renovate the old library in Northwood.,1
Support surgery for friend's diabetes diagnosed last week.,1
Help me reach success through your money.,0
Support local volunteers cleaning park.,1
Support my poker tournament entry fees.,0
Help us vaccinate and feed 20 stray dogs.,1
Support my dream to compete in a slots championship.,0
Help me buy a PS5 for gaming.,0
Support my dream to travel to Paris in first-class.,0
Help me buy a VR headset for gaming.,0
"Help us launch our AI tutor, an innovative tech solution for energy saving.",1
Support our cow shelter expansion project.,1
Help me reach success through your money.,0
Help fund scholarships for girls attending college.,1
Help me buy a VR headset for gaming.,0
Help me fund my cigar club for teenagers.,0
"No reason, just trust me and give.",0
Support publishing a graphic novel about freedom.,1
"Help us launch our AI tutor, an innovative tech solution for energy saving.",1
Help me reach success through your money.,0
Let’s buy drinks for the whole block party.,0
Fund my journey to create edible jewelss.,0
Help fund scholarships for orphans attending college.,1
Help us vaccinate and feed 100 stray cats.,1
Support publishing a graphic novel about freedom.,1
Fund our independent film documenting lost traditions.,1
Donate and I’ll make you rich too!,0
Support my dream to travel to Tokyo in first-class.,0
Back our short film on youth empowerment.,1
Emergency help for monkey injured on the streets of Lakeside.,1
Help renovate the old library in Hilltop.,1
Help my father get urgent cancer treatment in Kolkata.,1
Support our monkey shelter expansion project.,1
